イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,"M:Microsoft.Maui.Controls.Animation.Add(System.Double,System.Double,Microsoft.Maui.Controls.Animation)",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,"M:Microsoft.Maui.Controls.Animation.Add(System.Double,System.Double,Microsoft.Maui.Controls.Animation)",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,"M:Microsoft.Maui.Controls.Animation.Add(System.Double,System.Double,Microsoft.Maui.Controls.Animation)",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,M:Microsoft.Maui.Controls.Animation.#ctor,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,"M:Microsoft.Maui.Controls.Animation.Commit(Microsoft.Maui.Controls.IAnimatable,System.String,System.UInt32,System.UInt32,Microsoft.Maui.Easing,System.Action{System.Double,System.Boolean},System.Func{System.Boolean})",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,35,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,element.TextColor ??= global::Microsoft.Maui.Graphics.Colors.Transparent;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,27,4,T:Microsoft.Maui.Easing,,,,,"public static Task<bool> TextColorTo(this global::Microsoft.Maui.Controls.Editor element, global::Microsoft.Maui.Graphics.Color color, uint rate = 16u, uint length = 250u, Easing? easing = null, CancellationToken token = default)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,27,4,T:Microsoft.Maui.Controls.Editor,,,,,"public static Task<bool> TextColorTo(this global::Microsoft.Maui.Controls.Editor element, global::Microsoft.Maui.Graphics.Color color, uint rate = 16u, uint length = 250u, Easing? easing = null, CancellationToken token = default)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Editor element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Editor element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Editor element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,75,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Editor element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,75,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Editor element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Editor element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\EditorTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Editor element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
